"Protein","Prediction"
"9902_DBASSP_AMD_#_Nonhemo","hemolytic"
"9903_DBASSP_AMD_#_Nonhemo","hemolytic"
"9904_DBASSP_#_#_Nonhemo","non-hemolytic"
"10278_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9905_DBASSP_#_#_Nonhemo","non-hemolytic"
"10280_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10281_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10282_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10283_DBASSP_AMD_#_Nonhemo","hemolytic"
"10286_DBASSP_AMD_#_Nonhemo","hemolytic"
"10287_DBASSP_AMD_#_Nonhemo","hemolytic"
"10288_DBASSP_AMD_#_Nonhemo","hemolytic"
"10289_DBASSP_AMD_#_Nonhemo","hemolytic"
"9907_DBASSP_#_#_Nonhemo","non-hemolytic"
"10295_DBASSP_#_#_Nonhemo","hemolytic"
"10296_DBASSP_#_#_Nonhemo","hemolytic"
"10297_DBASSP_#_#_Nonhemo","hemolytic"
"10298_DBASSP_#_#_Nonhemo","hemolytic"
"10299_DBASSP_#_#_Nonhemo","hemolytic"
"9910_DBASSP_#_#_Nonhemo","hemolytic"
"10330_DBASSP_AMD_#_Nonhemo","hemolytic"
"10339_DBASSP_#_#_Nonhemo","non-hemolytic"
"10340_DBASSP_#_#_Nonhemo","hemolytic"
"10341_DBASSP_#_#_Nonhemo","hemolytic"
"2163_DBASSP_AMD_#_Nonhemo","hemolytic"
"10357_DBASSP_#_#_Nonhemo","non-hemolytic"
"10387_DBASSP_#_#_Nonhemo","hemolytic"
"10388_DBASSP_#_#_Nonhemo","hemolytic"
"10390_DBASSP_#_#_Nonhemo","hemolytic"
"10398_DBASSP_#_#_Nonhemo","non-hemolytic"
"10399_DBASSP_#_#_Nonhemo","non-hemolytic"
"10405_DBASSP_#_#_Nonhemo","non-hemolytic"
"10425_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"10426_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"10427_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"10428_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"10429_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"2267_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2268_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10462_DBASSP_AMD_#_Nonhemo","hemolytic"
"10463_DBASSP_AMD_#_Nonhemo","hemolytic"
"10465_DBASSP_AMD_#_Nonhemo","hemolytic"
"10466_DBASSP_AMD_#_Nonhemo","hemolytic"
"2279_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2281_DBASSP_#_#_Nonhemo","non-hemolytic"
"10487_DBASSP_#_#_Nonhemo","hemolytic"
"10488_DBASSP_#_#_Nonhemo","hemolytic"
"2318_DBASSP_#_#_Nonhemo","non-hemolytic"
"2350_DBASSP_#_#_Nonhemo","non-hemolytic"
"2351_DBASSP_#_#_Nonhemo","non-hemolytic"
"2353_DBASSP_#_#_Nonhemo","non-hemolytic"
"2356_DBASSP_#_#_Nonhemo","non-hemolytic"
"2357_DBASSP_#_#_Nonhemo","non-hemolytic"
"2358_DBASSP_#_#_Nonhemo","non-hemolytic"
"2360_DBASSP_#_#_Nonhemo","non-hemolytic"
"2363_DBASSP_AMD_#_Nonhemo","hemolytic"
"10564_DBASSP_AMD_C8_Nonhemo","hemolytic"
"10565_DBASSP_AMD_#_Nonhemo","hemolytic"
"10566_DBASSP_AMD_#_Nonhemo","hemolytic"
"10567_DBASSP_AMD_C8_Nonhemo","hemolytic"
"2376_DBASSP_#_#_Nonhemo","non-hemolytic"
"10569_DBASSP_AMD_C12_Nonhemo","hemolytic"
"10590_DBASSP_#_#_Nonhemo","non-hemolytic"
"2420_DBASSP_#_#_Nonhemo","non-hemolytic"
"2421_DBASSP_#_#_Nonhemo","non-hemolytic"
"2422_DBASSP_#_#_Nonhemo","non-hemolytic"
"2425_DBASSP_AMD_#_Nonhemo","hemolytic"
"2427_DBASSP_AMD_#_Nonhemo","hemolytic"
"2428_DBASSP_AMD_#_Nonhemo","hemolytic"
"10636_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11330_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"10639_DBASSP_AMD_#_Nonhemo","hemolytic"
"10649_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10650_DBASSP_AMD_#_Nonhemo","hemolytic"
"10651_DBASSP_AMD_#_Nonhemo","hemolytic"
"10652_DBASSP_AMD_#_Nonhemo","hemolytic"
"10653_DBASSP_AMD_#_Nonhemo","hemolytic"
"10682_DBASSP_AMD_#_Nonhemo","hemolytic"
"10683_DBASSP_AMD_#_Nonhemo","hemolytic"
"10692_DBASSP_#_C4_Nonhemo","hemolytic"
"10694_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2505_DBASSP_AMD_#_Nonhemo","hemolytic"
"9975_DBASSP_#_#_Nonhemo","non-hemolytic"
"2521_DBASSP_#_#_Nonhemo","non-hemolytic"
"2522_DBASSP_#_#_Nonhemo","non-hemolytic"
"2523_DBASSP_#_#_Nonhemo","non-hemolytic"
"2525_DBASSP_#_#_Nonhemo","non-hemolytic"
"2526_DBASSP_#_#_Nonhemo","non-hemolytic"
"10720_DBASSP_#_#_Nonhemo","non-hemolytic"
"2529_DBASSP_#_#_Nonhemo","non-hemolytic"
"2530_DBASSP_#_#_Nonhemo","non-hemolytic"
"2531_DBASSP_#_#_Nonhemo","non-hemolytic"
"2532_DBASSP_#_#_Nonhemo","non-hemolytic"
"2533_DBASSP_#_#_Nonhemo","non-hemolytic"
"10745_DBASSP_AMD_#_Nonhemo","hemolytic"
"10756_DBASSP_#_#_Nonhemo","non-hemolytic"
"2599_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2601_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2602_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2603_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7267_DBASSP_AMD_#_Nonhemo","hemolytic"
"10838_DBASSP_#_#_Nonhemo","hemolytic"
"10839_DBASSP_#_#_Nonhemo","hemolytic"
"10840_DBASSP_AMD_#_Nonhemo","hemolytic"
"10841_DBASSP_AMD_#_Nonhemo","hemolytic"
"10842_DBASSP_AMD_#_Nonhemo","hemolytic"
"10843_DBASSP_AMD_#_Nonhemo","hemolytic"
"10844_DBASSP_AMD_#_Nonhemo","hemolytic"
"10845_DBASSP_AMD_#_Nonhemo","hemolytic"
"10846_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11365_DBASSP_#_#_Nonhemo","hemolytic"
"11366_DBASSP_#_#_Nonhemo","hemolytic"
"2662_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2663_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2664_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2665_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2666_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"11367_DBASSP_#_#_Nonhemo","non-hemolytic"
"2668_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2669_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"2670_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2671_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"2672_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2673_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2674_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"2675_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2677_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2678_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2679_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"2681_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"2682_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"10878_DBASSP_#_#_Nonhemo","non-hemolytic"
"10879_DBASSP_#_#_Nonhemo","hemolytic"
"10912_DBASSP_#_#_Nonhemo","non-hemolytic"
"7282_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10944_DBASSP_#_#_Nonhemo","non-hemolytic"
"10945_DBASSP_#_#_Nonhemo","non-hemolytic"
"10946_DBASSP_#_#_Nonhemo","non-hemolytic"
"10947_DBASSP_#_#_Nonhemo","non-hemolytic"
"10948_DBASSP_#_#_Nonhemo","non-hemolytic"
"10949_DBASSP_#_#_Nonhemo","non-hemolytic"
"10951_DBASSP_#_#_Nonhemo","non-hemolytic"
"10952_DBASSP_#_#_Nonhemo","non-hemolytic"
"10953_DBASSP_#_#_Nonhemo","non-hemolytic"
"10954_DBASSP_#_#_Nonhemo","non-hemolytic"
"10955_DBASSP_#_#_Nonhemo","non-hemolytic"
"10956_DBASSP_#_#_Nonhemo","non-hemolytic"
"10957_DBASSP_#_#_Nonhemo","non-hemolytic"
"10958_DBASSP_#_#_Nonhemo","non-hemolytic"
"10959_DBASSP_#_#_Nonhemo","non-hemolytic"
"10960_DBASSP_#_#_Nonhemo","non-hemolytic"
"10961_DBASSP_#_#_Nonhemo","non-hemolytic"
"10971_DBASSP_AMD_#_Nonhemo","hemolytic"
"10974_DBASSP_AMD_#_Nonhemo","hemolytic"
"10975_DBASSP_AMD_#_Nonhemo","hemolytic"
"2002_DBASSP_AMD_#_Nonhemo","hemolytic"
"10977_DBASSP_AMD_#_Nonhemo","hemolytic"
"2820_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2822_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2857_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2858_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2859_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2860_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2861_DBASSP_AMD_#_Nonhemo","hemolytic"
"2863_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2864_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2870_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2872_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2876_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2877_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11086_DBASSP_#_#_Nonhemo","non-hemolytic"
"11087_DBASSP_#_#_Nonhemo","non-hemolytic"
"2902_DBASSP_#_#_Nonhemo","non-hemolytic"
"2905_DBASSP_#_#_Nonhemo","non-hemolytic"
"2906_DBASSP_#_#_Nonhemo","non-hemolytic"
"2909_DBASSP_#_#_Nonhemo","non-hemolytic"
"2910_DBASSP_#_#_Nonhemo","non-hemolytic"
"2911_DBASSP_#_#_Nonhemo","non-hemolytic"
"2914_DBASSP_#_#_Nonhemo","non-hemolytic"
"2915_DBASSP_#_#_Nonhemo","non-hemolytic"
"2916_DBASSP_#_#_Nonhemo","non-hemolytic"
"2917_DBASSP_#_#_Nonhemo","non-hemolytic"
"2930_DBASSP_AMD_FOR_Nonhemo","non-hemolytic"
"2931_DBASSP_#_#_Nonhemo","non-hemolytic"
"2932_DBASSP_#_#_Nonhemo","non-hemolytic"
"2933_DBASSP_#_#_Nonhemo","non-hemolytic"
"2934_DBASSP_#_#_Nonhemo","non-hemolytic"
"11171_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11172_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11173_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11174_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"2987_DBASSP_#_#_Nonhemo","non-hemolytic"
"2988_DBASSP_#_#_Nonhemo","non-hemolytic"
"3010_DBASSP_#_#_Nonhemo","non-hemolytic"
"3011_DBASSP_#_#_Nonhemo","non-hemolytic"
"3016_DBASSP_#_#_Nonhemo","non-hemolytic"
"3017_DBASSP_#_#_Nonhemo","non-hemolytic"
"3018_DBASSP_#_#_Nonhemo","non-hemolytic"
"3019_DBASSP_#_#_Nonhemo","non-hemolytic"
"3020_DBASSP_#_#_Nonhemo","non-hemolytic"
"3022_DBASSP_#_#_Nonhemo","non-hemolytic"
"3023_DBASSP_#_#_Nonhemo","non-hemolytic"
"3024_DBASSP_#_#_Nonhemo","non-hemolytic"
"3031_DBASSP_#_#_Nonhemo","non-hemolytic"
"3032_DBASSP_#_#_Nonhemo","non-hemolytic"
"3033_DBASSP_#_#_Nonhemo","non-hemolytic"
"3034_DBASSP_#_#_Nonhemo","non-hemolytic"
"3037_DBASSP_#_#_Nonhemo","non-hemolytic"
"3039_DBASSP_#_#_Nonhemo","non-hemolytic"
"3041_DBASSP_#_#_Nonhemo","non-hemolytic"
"3042_DBASSP_#_#_Nonhemo","non-hemolytic"
"3043_DBASSP_#_#_Nonhemo","non-hemolytic"
"3045_DBASSP_#_#_Nonhemo","non-hemolytic"
"3046_DBASSP_#_#_Nonhemo","non-hemolytic"
"3058_DBASSP_#_#_Nonhemo","non-hemolytic"
"11257_DBASSP_AMD_#_Nonhemo","hemolytic"
"3073_DBASSP_#_#_Nonhemo","non-hemolytic"
"3074_DBASSP_#_#_Nonhemo","non-hemolytic"
"3075_DBASSP_#_#_Nonhemo","non-hemolytic"
"3076_DBASSP_#_#_Nonhemo","non-hemolytic"
"3077_DBASSP_#_#_Nonhemo","non-hemolytic"
"3082_DBASSP_#_#_Nonhemo","non-hemolytic"
"3083_DBASSP_#_#_Nonhemo","non-hemolytic"
"3084_DBASSP_#_#_Nonhemo","non-hemolytic"
"3085_DBASSP_#_#_Nonhemo","non-hemolytic"
"3086_DBASSP_#_#_Nonhemo","non-hemolytic"
"3087_DBASSP_#_#_Nonhemo","non-hemolytic"
"3088_DBASSP_#_#_Nonhemo","non-hemolytic"
"3089_DBASSP_#_#_Nonhemo","non-hemolytic"
"11284_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3095_DBASSP_AMD_#_Nonhemo","hemolytic"
"11299_DBASSP_#_C14_Nonhemo","non-hemolytic"
"3141_DBASSP_AMD_#_Nonhemo","hemolytic"
"3148_DBASSP_AMD_#_Nonhemo","hemolytic"
"11356_DBASSP_AMD_#_Nonhemo","hemolytic"
"3165_DBASSP_#_#_Nonhemo","non-hemolytic"
"11361_DBASSP_#_#_Nonhemo","non-hemolytic"
"11362_DBASSP_#_#_Nonhemo","non-hemolytic"
"11363_DBASSP_#_#_Nonhemo","hemolytic"
"11364_DBASSP_#_#_Nonhemo","non-hemolytic"
"11368_DBASSP_AMD_#_Nonhemo","hemolytic"
"11369_DBASSP_AMD_#_Nonhemo","hemolytic"
"3238_DBASSP_#_#_Nonhemo","non-hemolytic"
"3241_DBASSP_#_#_Nonhemo","non-hemolytic"
"3242_DBASSP_#_#_Nonhemo","non-hemolytic"
"3243_DBASSP_#_#_Nonhemo","non-hemolytic"
"3249_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3250_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3251_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3252_DBASSP_AMD_#_Nonhemo","hemolytic"
"3253_DBASSP_AMD_#_Nonhemo","hemolytic"
"3254_DBASSP_AMD_#_Nonhemo","hemolytic"
"3255_DBASSP_AMD_#_Nonhemo","hemolytic"
"11495_DBASSP_#_#_Nonhemo","hemolytic"
"11548_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3359_DBASSP_AMD_#_Nonhemo","hemolytic"
"3387_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3388_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"569_DBASSP_#_#_Nonhemo","non-hemolytic"
"3461_DBASSP_AMD_#_Nonhemo","hemolytic"
"3463_DBASSP_AMD_#_Nonhemo","hemolytic"
"3464_DBASSP_AMD_#_Nonhemo","hemolytic"
"3465_DBASSP_AMD_#_Nonhemo","hemolytic"
"3466_DBASSP_AMD_#_Nonhemo","hemolytic"
"3467_DBASSP_AMD_#_Nonhemo","hemolytic"
"3468_DBASSP_AMD_#_Nonhemo","hemolytic"
"3469_DBASSP_AMD_#_Nonhemo","hemolytic"
"3470_DBASSP_AMD_#_Nonhemo","hemolytic"
"10637_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3477_DBASSP_AMD_#_Nonhemo","hemolytic"
"3478_DBASSP_AMD_#_Nonhemo","hemolytic"
"1970_DBASSP_#_#_Nonhemo","non-hemolytic"
"3644_DBASSP_#_#_Nonhemo","non-hemolytic"
"10166_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1976_DBASSP_#_#_Nonhemo","non-hemolytic"
"3343_DBASSP_AMD_#_Nonhemo","hemolytic"
"8808_DBASSP_#_#_Nonhemo","non-hemolytic"
"11539_DBASSP_AMD_#_Nonhemo","hemolytic"
"8811_DBASSP_#_#_Nonhemo","hemolytic"
"8815_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8816_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8818_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11549_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3763_DBASSP_#_#_Nonhemo","non-hemolytic"
"3765_DBASSP_#_#_Nonhemo","non-hemolytic"
"3767_DBASSP_#_#_Nonhemo","hemolytic"
"8820_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3781_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10696_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"3790_DBASSP_AMD_#_Nonhemo","hemolytic"
"3819_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10204_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10206_DBASSP_#_#_Nonhemo","hemolytic"
"3903_DBASSP_#_#_Nonhemo","non-hemolytic"
"3904_DBASSP_#_#_Nonhemo","non-hemolytic"
"3905_DBASSP_#_#_Nonhemo","non-hemolytic"
"2021_DBASSP_AMD_#_Nonhemo","hemolytic"
"10214_DBASSP_#_#_Nonhemo","non-hemolytic"
"3943_DBASSP_#_#_Nonhemo","non-hemolytic"
"3944_DBASSP_#_#_Nonhemo","non-hemolytic"
"10223_DBASSP_#_#_Nonhemo","non-hemolytic"
"10225_DBASSP_#_#_Nonhemo","non-hemolytic"
"9683_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"4107_DBASSP_AMD_#_Nonhemo","hemolytic"
"9684_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"4111_DBASSP_#_#_Nonhemo","non-hemolytic"
"4112_DBASSP_#_#_Nonhemo","non-hemolytic"
"4113_DBASSP_#_#_Nonhemo","non-hemolytic"
"4122_DBASSP_#_#_Nonhemo","non-hemolytic"
"4123_DBASSP_#_#_Nonhemo","non-hemolytic"
"4150_DBASSP_AMD_#_Nonhemo","hemolytic"
"4151_DBASSP_AMD_#_Nonhemo","hemolytic"
"4152_DBASSP_AMD_#_Nonhemo","hemolytic"
"4159_DBASSP_AMD_#_Nonhemo","hemolytic"
"4162_DBASSP_AMD_#_Nonhemo","hemolytic"
"4163_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4164_DBASSP_AMD_#_Nonhemo","hemolytic"
"4165_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4167_DBASSP_AMD_#_Nonhemo","hemolytic"
"4170_DBASSP_AMD_#_Nonhemo","hemolytic"
"4179_DBASSP_#_#_Nonhemo","non-hemolytic"
"4180_DBASSP_#_#_Nonhemo","hemolytic"
"4181_DBASSP_#_#_Nonhemo","non-hemolytic"
"4182_DBASSP_#_#_Nonhemo","non-hemolytic"
"2063_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4204_DBASSP_#_#_Nonhemo","non-hemolytic"
"4205_DBASSP_#_#_Nonhemo","non-hemolytic"
"1501_DBASSP_#_#_Nonhemo","non-hemolytic"
"710_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"717_DBASSP_#_#_Nonhemo","non-hemolytic"
"4306_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10277_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4478_DBASSP_#_#_Nonhemo","non-hemolytic"
"4494_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4495_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4496_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"755_DBASSP_#_#_Nonhemo","non-hemolytic"
"4535_DBASSP_#_#_Nonhemo","non-hemolytic"
"4537_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4538_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4540_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4541_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4562_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4563_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4565_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4568_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4569_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4577_DBASSP_#_#_Nonhemo","non-hemolytic"
"4578_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4582_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4583_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4585_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8958_DBASSP_#_#_Nonhemo","hemolytic"
"4632_DBASSP_#_#_Nonhemo","hemolytic"
"4636_DBASSP_#_#_Nonhemo","hemolytic"
"4638_DBASSP_#_#_Nonhemo","non-hemolytic"
"4639_DBASSP_#_#_Nonhemo","hemolytic"
"4640_DBASSP_#_#_Nonhemo","hemolytic"
"4641_DBASSP_#_#_Nonhemo","hemolytic"
"4642_DBASSP_#_#_Nonhemo","hemolytic"
"4643_DBASSP_#_#_Nonhemo","non-hemolytic"
"4644_DBASSP_#_#_Nonhemo","non-hemolytic"
"4645_DBASSP_#_#_Nonhemo","non-hemolytic"
"4646_DBASSP_#_#_Nonhemo","non-hemolytic"
"4647_DBASSP_#_#_Nonhemo","non-hemolytic"
"4648_DBASSP_#_#_Nonhemo","non-hemolytic"
"4649_DBASSP_#_#_Nonhemo","non-hemolytic"
"4650_DBASSP_#_#_Nonhemo","non-hemolytic"
"4651_DBASSP_#_#_Nonhemo","non-hemolytic"
"4660_DBASSP_AMD_#_Nonhemo","hemolytic"
"4666_DBASSP_AMD_#_Nonhemo","hemolytic"
"4669_DBASSP_AMD_#_Nonhemo","hemolytic"
"4670_DBASSP_AMD_#_Nonhemo","hemolytic"
"4693_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4694_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4695_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4698_DBASSP_#_#_Nonhemo","hemolytic"
"4699_DBASSP_#_#_Nonhemo","non-hemolytic"
"4700_DBASSP_#_#_Nonhemo","non-hemolytic"
"4743_DBASSP_#_#_Nonhemo","non-hemolytic"
"4755_DBASSP_AMD_#_Nonhemo","hemolytic"
"4763_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4764_DBASSP_AMD_#_Nonhemo","hemolytic"
"4765_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4768_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4769_DBASSP_AMD_#_Nonhemo","hemolytic"
"4772_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4773_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4775_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4778_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4779_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4795_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4796_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4797_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4847_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"707_DBASSP_#_#_Nonhemo","non-hemolytic"
"4889_DBASSP_#_#_Nonhemo","non-hemolytic"
"4901_DBASSP_#_#_Nonhemo","hemolytic"
"4902_DBASSP_#_#_Nonhemo","hemolytic"
"4903_DBASSP_#_#_Nonhemo","hemolytic"
"4904_DBASSP_#_#_Nonhemo","hemolytic"
"4905_DBASSP_#_#_Nonhemo","hemolytic"
"4907_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4908_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4909_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4910_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4914_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4916_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4917_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4920_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4929_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4930_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4944_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4945_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4953_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4956_DBASSP_#_#_Nonhemo","non-hemolytic"
"4957_DBASSP_#_#_Nonhemo","non-hemolytic"
"4958_DBASSP_#_#_Nonhemo","non-hemolytic"
"4960_DBASSP_#_#_Nonhemo","non-hemolytic"
"4961_DBASSP_#_#_Nonhemo","non-hemolytic"
"4962_DBASSP_#_#_Nonhemo","non-hemolytic"
"4963_DBASSP_#_#_Nonhemo","non-hemolytic"
"4964_DBASSP_#_#_Nonhemo","non-hemolytic"
"4966_DBASSP_#_#_Nonhemo","non-hemolytic"
"10385_DBASSP_#_#_Nonhemo","hemolytic"
"4968_DBASSP_#_#_Nonhemo","non-hemolytic"
"4970_DBASSP_#_#_Nonhemo","non-hemolytic"
"4971_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"4972_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"4974_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"4975_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"4989_DBASSP_AMD_TOS_Nonhemo","hemolytic"
"4990_DBASSP_AMD_BZO_Nonhemo","hemolytic"
"10389_DBASSP_#_#_Nonhemo","hemolytic"
"4997_DBASSP_#_#_Nonhemo","non-hemolytic"
"5014_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5015_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5016_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5020_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5023_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5024_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5025_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5026_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5048_DBASSP_#_#_Nonhemo","hemolytic"
"5049_DBASSP_AMD_#_Nonhemo","hemolytic"
"5050_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5052_DBASSP_AMD_#_Nonhemo","hemolytic"
"5053_DBASSP_AMD_#_Nonhemo","hemolytic"
"5054_DBASSP_AMD_#_Nonhemo","hemolytic"
"5055_DBASSP_AMD_#_Nonhemo","hemolytic"
"5056_DBASSP_AMD_#_Nonhemo","hemolytic"
"5057_DBASSP_AMD_#_Nonhemo","hemolytic"
"5058_DBASSP_AMD_#_Nonhemo","hemolytic"
"5059_DBASSP_AMD_#_Nonhemo","hemolytic"
"5069_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5075_DBASSP_#_#_Nonhemo","non-hemolytic"
"5078_DBASSP_#_#_Nonhemo","non-hemolytic"
"5088_DBASSP_#_#_Nonhemo","non-hemolytic"
